华加1,华加10,华加11-1,华加11-2,华加11-3,华加11,华加12,华加13,华加14,华加15,华加16,华加17,华加19,华加2-2,华加2,华加20,华加21,华加23,华加24,华加25,华加26,华加27,华加28,华加29,华加3-1,华加3-2,华加3,华加30,华加32,华加33,华加34,华加35,华加36,华加37,华加38,华加39,华加4,华加40,华加41,华加42,华加43,华加44,华加5,华加6,华加7,华加8,华加9,华固1-4,华固1-6,华固1-8,华固17-1,华固17-2,华固17-3,华固17-7,华固18-1,华固18-2,华固18-3,华固18-4,华固18-5,华固18-6,华固19-1,华固19-2,华固19-3,华固19-4,华固19-5,华固19-6,华固19-7,华固19-8,华固2-12,华固2-13,华固2-14,华固2-16,华固20-1,华固20-2,华固20-4,华固20-5,华固20-6,华固20-7,华固20-8,华固21-1,华固21-3,华固21-5,华固21-6,华固21-7,华固21-8,华固21-9,华固22-1,华固22-2,华固22-3,华固23-3,华固23-5,华固24-3,华固25-2,华固25-3,华固3-14,华固3-15,华固3-16,华固3-17,华固3-18,华固4-12,华固4-13,华固4-15,华固4-17,华固40-1,华固40-15,华固40-3,华固40-4,华固5-10,华固5-11,华固5-14,华固5-16,华固5-17,华固6-10,华固6-11,华固6-14,华固6-15,华固6-16,华固6-17,华固6-19,华固6-20,华固6-21,华固6-22,华固6-24,华固6-25,华固6-26,华固6-27,华固6-28,华固6-31,华固6-7,华固6-8,华固6-9,华固9-9,华尧10-5,华尧10-6,华尧11-6,华尧11-7,华尧12-7,华尧13-8,华尧13-9,华尧14-10,华尧14-9,华尧15-10,华尧15-11,华尧15-9,华尧16-10,华尧16-11,华尧16-9,华尧17-10,华尧17-9,华尧18-10,华尧18-9,华尧19-10,华尧19-9,华尧20-9,华尧4-4,华尧4-5,华尧5-4,华尧7-5,华尧8-4,华尧8-5,华尧9-4,华尧9-5,华成1-10,华成1-11,华成1-12,华成1-14,华成1-15,华成1-16,华成1-18,华成1-2,华成1-20,华成1-21,华成1-4,华成1-6,华成1-7,华成1-9,华溪1-10,华溪1-12,华溪1-18,华溪1-2,华溪1-20,华溪1-4,华溪1-8,华溪10-14,华溪10-16,华溪10-2,华溪10-20,华溪10-24,华溪10-26,华溪10-32,华溪10-34,华溪11-28,华溪11-30,华溪12-10,华溪12-11,华溪12-30,华溪16,华溪2-1,华溪2-6,华溪3-11,华溪3-8,华溪4-10,华溪4-12,华溪5-12,华溪5-14,华溪5-16,华溪5-20,华溪5-5,华溪5-7,华溪5-9,华溪6-16,华溪6-20,华溪6-22,华溪6-3,华溪7-10,华溪7-14,华溪7-16,华溪7-6,华溪8-10,华溪8-12,华溪8-14,华溪8-16,华溪8-18,华溪8-3,华溪8-5,华溪8-8,华溪9-12,华溪9-14,华溪9-16,华溪9-18,华溪9-20,华溪9-24,华溪9-3,华溪9-32,华蒲1-10,华蒲1-11,华蒲1-15,华蒲1-16,华蒲1-24,华蒲1-25,华蒲1-27,华蒲1-28,华蒲1-36,华蒲1-37,华蒲1-38,华蒲1-39,华蒲1-5,华蒲2-12,华蒲2-13,华蒲2-14,华蒲2-15,华蒲2-16,华蒲2-17,华蒲2-8,华蒲3-16,华蒲3-18,华蒲3-19,华蒲3-20,华蒲4-16,华蒲4-17,华蒲4-18,华蒲4-19,华蒲4-20,华蒲4-21,华蒲4-22,华蒲4-23,华蒲4-24,华蒲5-12,华蒲5-14,华蒲5-15,华蒲5-16,华蒲5-17,华蒲5-18,华蒲5-21,华蒲5-22,华蒲5-24,华蒲5-25,华蒲6-12,华蒲6-13,华蒲6-14,华蒲6-15,华蒲6-16,华蒲6-20,华蒲9-13,华蒲9-14,固1-7,固11-8,固12-10,固12-9,固13-9,固3-6,固6-10,固7-10,固7-12,固7-13,固7-15,固7-16,固7-17,固7-8,固7-9,固8-8,固8-9,固9-8,樊61,樊62,樊63,樊64,樊65,沁1-10-18-77,沁1-10-18-86,沁1-10-18-88,沁1-11-18-8,溪7-5,端氏-001,端氏-047,端氏-048,端氏-063,端氏-078,端氏-080,端氏-081,端氏-082,端氏-083,端氏-084,端氏-096,端氏-110,端氏-111,端氏-112,端氏-113,端氏-114,端氏-115,端氏-116,端氏-117,端氏-140,端氏-142,端氏-143,端氏-144,端氏-145,端氏-146,端氏-147,端氏-155,端氏-156,端氏-170,端氏-171,端氏-172,端氏-173,端氏-174,端氏-175,端氏-176,端氏-197,端氏-199,端氏-201,端氏-202,端氏-203,端氏-204,端氏-224,端氏-226,端氏-227,端氏-228,端氏-229,端氏-230,端氏-231,端氏-324,端氏-325,胡底102,胡底103,胡底249,蒲1-10,蒲1-12,蒲1-13,蒲1-2,蒲1-3,蒲1-4,蒲1-5,蒲1-6,蒲1-7,蒲1-8,蒲1-9,蒲2-10,蒲2-12,蒲2-13,蒲2-14,蒲2-4,蒲2-5,蒲2-6,蒲2-8,蒲2-9,蒲南1-1,蒲南1-2,蒲南1-3,蒲南1-4,蒲南2-6,蒲南2-7,蒲南3-5,蒲南3-6,蒲南3-7,蒲南3-9,郑村-012,郑村-016,郑村-017,郑村-022,郑村-023,郑村-025,郑村-032,郑村-036,郑村-038,郑村-041,郑村-047,郑村-051,郑村-053,郑村-056,郑村-071,郑村-072,郑村-073,郑村-079,郑村-081,郑村-082,郑村-083,郑村-084,郑村-085,郑村-086,郑村-088,郑村-089,郑村-090,郑村-093,郑村-095,郑村-105,郑村-107,郑村-113,郑村-115,郑村-136,郑村-137,郑村-143
1054,246,8591,4261,6237,1306,263,1445,1290,678,1183,828,2046,446,1756,1000,1776,1855,1580,1264,1323,1865,735,1625,4197,10442,1054,1492,1052,1977,6623,1692,1652,625,0,3325,626,862,592,2135,1152,974,1073,1208,271,1372,1424,648,2185,1216,114,1330,484,722,1344,603,2248,867,105,4225,1818,3105,1500,536,936,1065,1126,4064,1657,1034,605,1556,683,1322,1444,733,727,515,2048,922,2388,2308,1309,626,430,233,1298,730,908,498,312,1776,100,342,355,868,644,1392,1705,529,287,145,1376,1229,990,1073,664,723,506,1241,816,1304,151,1330,601,150,2179,2221,4809,166,601,1101,2104,126,1631,2396,2103,847,1300,1411,1151,1486,780,825,2459,2139,1513,1653,0,1327,624,2377,967,2180,884,359,1239,364,215,0,840,340,1233,172,1826,2843,269,424,0,431,652,1582,6034,5590,3828,593,4675,4509,200,5642,3358,200,2955,1471,4121,200,1472,1476,2502,2052,3502,1520,2265,463,1684,806,1018,1171,552,2152,402,716,255,486,794,100,144,785,2265,202,972,1725,1542,852,1790,1765,1795,200,212,452,2109,885,662,223,615,1268,900,542,242,622,100,468,2383,549,126,316,195,541,888,499,497,101,241,690,1407,815,1401,1867,1780,2875,1230,761,2641,540,1890,452,2209,785,758,1001,2084,1308,816,2168,585,2792,1909,1985,1895,921,922,1517,1319,719,283,323,407,2428,2730,1604,154,1491,1886,569,1548,1430,1135,1411,1452,1595,853,1255,1402,100,1201,1580,150,1334,1402,4178,403,2918,1654,1854,5783,2783,132,1414,97,1778,323,4013,2328,5276,1982,1277,230,452,100,1564,358,679,200,6665,6720,4417,8748,1816,2255,729,2838,6225,11838,1504,2310,1255,2296,3078,3237,4084,6432,12064,271,4310,1647,4069,2255,4339,5701,8579,2347,830,1824,2217,783,6030,2113,7826,872,6788,2982,2895,4107,3198,759,1538,3898,1877,552,2672,4788,1196,4017,151,1343,1462,1739,304,426,5480,3075,182,1596,1133,1360,429,472,1319,1004,1932,1535,1888,1446,944,1045,141,1532,1538,3280,1429,2400,3393,413,277,413,507,3828,4895,2761,6485,4014,5662,3533,1903,8874,1635,2010,3332,2523,0,252,100,643,735,2511,1107,931,418,1044,100,621,100,1552,3294,814,100,1181,100,939,843,946,0
1004,241,8690,3560,6288,1329,423,1368,1254,694,1176,772,2112,456,1731,941,1754,1816,1537,1286,1272,1825,752,1675,4201,10448,1039,1502,1025,1990,6542,1675,1705,621,0,3275,594,850,652,2175,1125,970,1055,1196,256,1299,1485,648,2254,1196,45,2043,479,720,1403,592,2248,879,82,4191,1847,3044,1496,532,936,1045,1105,4048,1622,1032,599,1550,683,1308,1419,726,712,603,2090,916,2364,2296,1300,621,436,231,1292,719,943,487,300,1756,100,405,354,857,559,1425,1752,478,296,120,1385,1220,1006,1055,632,749,561,1226,829,1290,156,1320,591,162,2171,2158,4756,191,549,1097,2098,126,1533,2396,2154,854,1301,1421,1158,1437,828,824,2467,2109,1513,1645,100,1319,641,2361,962,2176,802,351,1239,341,245,0,836,331,1171,185,1816,2847,266,424,100,428,641,1580,6034,5590,3828,593,4675,4509,200,5642,3358,200,2955,1471,4121,200,1470,1495,2495,2065,3472,1562,2275,475,1687,649,1112,1178,560,2154,401,727,254,467,793,100,144,785,2252,202,965,1765,1542,905,1795,1752,2052,200,212,452,2101,895,662,212,617,1262,922,544,244,624,100,489,2383,549,126,313,196,546,898,501,497,113,241,755,1407,829,1387,1888,1780,2875,1265,774,2641,572,1890,452,2209,781,737,997,2041,1265,950,2168,573,2759,1883,1875,1869,898,905,1479,1216,706,277,186,408,2428,2708,1560,156,1441,1854,551,1548,1415,1129,1227,1412,1587,844,1215,1393,100,1157,1543,150,1321,1363,4132,469,2886,1654,1829,5764,2722,153,1392,97,1760,323,3975,2354,5276,1969,1240,207,450,100,1634,355,678,200,6665,6720,4417,8748,1816,2255,729,2838,6225,11838,1504,2310,1255,2296,3078,3237,4084,6432,12064,271,4310,1647,4069,2255,4339,5701,8579,2347,830,1824,2217,783,6030,2113,7826,872,6788,2982,2895,4107,3198,759,1538,3898,1877,552,2672,4788,1196,4017,127,1320,1440,1715,317,411,5480,3075,191,1563,1122,1382,438,469,1314,1004,1915,1504,1903,1445,895,1017,149,1516,1529,3311,1553,2353,3332,424,277,434,486,3828,4895,2761,6485,4014,5662,3533,1903,8874,1635,2010,3332,2523,0,252,0,643,735,2511,1107,931,418,1044,100,621,100,1552,3294,814,100,1181,100,939,843,946,0
1004,241,8656,3756,6240,1318,312,1219,1306,687,1192,834,2143,456,1731,967,1769,1875,1613,1298,1348,1825,752,1675,4206,10440,1039,1502,1025,1990,6542,1675,1705,621,0,3275,594,850,652,2175,1125,970,1055,1196,256,1299,1485,648,2254,1196,45,2048,490,696,1403,587,2248,914,100,4153,1847,3044,1496,532,936,1045,1149,3992,1622,1032,599,1550,683,1308,1419,726,712,603,2078,916,2364,2296,1300,621,436,231,1292,719,943,487,300,1756,100,405,354,857,559,1425,1752,478,296,120,1385,1220,1006,1055,632,749,561,1226,777,1182,156,1320,591,162,2171,2158,4756,191,549,1097,2098,124,1454,2396,2016,786,1301,1421,1158,1437,828,824,2467,2109,1513,1645,151,1319,641,2361,962,2176,814,351,1239,341,245,0,836,331,1171,185,1816,2847,266,424,100,428,641,1580,6034,5590,3828,593,4675,4509,200,5642,3358,200,2955,1471,4121,200,1470,1495,2495,2065,3472,1562,2275,475,1687,649,1112,1178,560,2154,401,727,254,444,758,100,144,785,2252,202,965,1765,1560,905,1795,1745,2052,200,212,452,2101,895,662,212,617,1262,922,544,244,624,100,489,2396,549,126,313,196,546,898,501,497,100,241,755,1325,829,1387,1888,1780,2875,1265,774,2641,572,1890,472,2251,781,737,997,2041,1265,950,2168,612,2759,1883,1875,1821,897,905,1479,1216,706,277,96,382,2220,2708,1560,156,1441,1854,551,1536,1415,1129,1227,1412,1587,844,1215,1393,100,1157,1543,150,1321,1363,4132,469,2886,1610,1829,5764,2722,153,1392,97,1760,323,3975,2354,5276,1969,1240,212,450,100,1634,355,678,200,6665,6720,4417,8748,1816,2255,729,2838,6225,11838,1504,2310,1255,2296,3078,3237,4084,6432,12064,271,4310,1647,4069,2255,4339,5701,8579,2347,830,1824,2217,783,6030,2113,7826,872,6788,2982,2895,4107,3198,759,1538,3898,1877,552,2672,4788,1196,4017,135,1351,1452,1715,317,411,5474,3075,190,1563,1122,1382,438,469,1314,1004,1915,1504,1905,1445,895,1017,149,1516,1529,3311,1553,2353,3332,424,278,434,486,3828,4895,2761,6485,4014,5662,3533,1903,8874,1635,2010,3332,2523,0,252,100,643,735,2511,1107,931,418,1044,100,621,100,1552,3294,814,100,1181,100,939,843,946,0
1004,241,8690,3920,6198,1286,356,1395,1356,633,1185,813,2136,472,1731,956,1786,1886,1602,1292,1320,1850,752,1705,4224,10392,1039,1502,1025,2052,6542,1702,1750,650,0,3295,594,890,652,2175,1152,1025,1055,1196,228,1299,1485,634,2254,1121,45,2043,479,720,1403,592,2248,879,82,4153,1847,3044,1496,532,936,1045,1149,3992,1622,1032,599,1550,683,1308,1419,726,712,603,2078,916,2364,2296,1300,621,436,231,1292,719,943,487,300,1756,100,405,354,830,509,1420,1762,478,296,120,1320,1220,1006,1055,632,749,561,1210,829,1290,156,1320,591,193,2150,2150,4751,198,549,1084,2079,126,1533,2396,2154,854,1281,1421,1108,1437,828,824,2467,2109,1513,1645,151,1319,641,2361,962,2176,802,351,1239,341,245,0,836,331,1171,185,1816,2847,266,424,100,428,641,1580,5938,5523,3674,500,4592,4423,200,5568,3282,200,2904,1430,4270,200,1502,1502,2504,2075,3495,1572,2295,475,1687,649,1112,1182,581,2174,421,727,254,467,793,100,144,738,2265,202,972,1752,1542,890,1792,1725,2065,200,212,452,2111,895,651,212,617,1262,922,544,244,624,100,489,2396,549,126,313,196,546,898,501,497,100,241,755,1325,829,1387,1620,1780,2875,1271,802,2641,590,1975,502,2187,760,781,1015,2041,1265,900,2079,573,2759,1883,1875,1869,898,905,1479,1216,706,277,186,408,2487,2466,1560,156,1441,1683,551,1530,1415,1129,1195,1412,1587,844,1215,1393,100,1157,1543,150,1330,1350,4121,469,2820,1610,1781,5701,2722,153,1392,97,1704,323,3906,2354,5276,1969,1240,200,492,100,1634,355,678,200,6369,6200,4362,8761,1774,2195,739,2782,6173,11983,1440,2270,1256,2316,3079,3281,4176,6338,11885,300,4309,1496,3924,2236,4335,5732,8549,2325,871,1812,2162,770,5883,2118,7772,919,6726,2724,2882,3984,3219,692,1532,3921,1800,755,2662,4811,1215,4033,127,1347,1440,1715,317,411,5515,2977,191,1563,1122,1382,438,469,1314,1004,1915,1504,1842,1445,895,1017,149,1516,1529,3311,1553,2353,3332,424,273,434,486,3756,4869,2705,6312,3994,5555,3504,1889,8754,1727,1916,3260,2463,0,260,0,631,705,2350,1010,896,413,1019,100,616,100,1525,3134,739,100,1117,100,930,822,886,0
1004,241,8616,3853,6204,1120,336,1438,1578,686,1175,747,2118,469,1731,948,1708,1759,1496,1285,1252,1865,740,1702,4178,10464,1039,1475,1025,2052,6520,1705,1752,625,0,3275,594,892,652,2156,1125,1025,1055,1196,256,1299,1485,648,2254,1121,45,2043,479,720,1403,592,2248,879,82,4153,1847,3044,1496,532,938,1045,1149,3992,1609,1022,588,1550,683,1308,1419,726,712,603,2090,916,2364,2296,1300,621,436,231,1236,719,943,487,300,1756,100,405,350,830,509,1425,1762,471,294,120,1320,1228,1006,1055,632,741,561,1210,829,1290,150,1328,591,184,2141,2147,4760,198,549,1089,2068,126,1533,2396,2154,854,1285,1421,1108,1437,828,824,2467,2109,1515,1645,151,1319,641,2335,962,2176,774,400,1222,323,225,0,760,393,1151,181,1816,2847,266,370,100,428,641,1580,5928,5381,3665,512,4606,4449,200,5596,3290,200,2876,1464,4224,200,1502,1507,2512,2065,3495,1605,2315,475,1687,649,1112,1182,581,2174,421,727,254,467,793,100,175,749,2265,202,952,1762,1705,890,1795,1752,2052,200,129,454,2111,895,660,212,617,1262,922,544,244,624,100,489,2376,474,145,313,196,546,898,501,481,125,216,755,1379,829,1387,1620,1810,2868,1271,802,2641,602,1985,450,2185,760,781,1030,2083,1265,900,1980,595,2717,1908,1847,1869,898,871,1476,1216,708,277,186,408,2561,2466,1587,145,1437,1782,551,1545,1415,1125,1291,1424,1613,850,1277,1393,100,1145,1530,150,1330,1350,4121,465,2820,1615,1781,5701,2722,120,1392,97,1704,323,3906,2354,5276,1975,1221,184,450,100,1634,355,678,200,6622,6195,4452,8739,1796,2196,750,2807,6255,11995,1442,2314,1260,2325,3090,3280,4135,6335,12058,325,4252,1490,3965,2353,4325,5721,8562,2322,865,1800,2153,798,5898,2120,7800,892,6750,2872,2897,3982,3195,728,1538,3984,1796,827,2685,4799,1196,4015,194,1296,1359,1658,315,378,5505,3049,175,1526,1120,1284,413,466,1301,996,1820,1660,1882,1403,832,1017,149,1516,1529,3311,1553,2353,3332,424,241,439,486,3770,4843,2591,6390,3994,5574,3504,1903,8832,1693,1895,3266,2370,0,279,100,639,706,2511,1034,916,418,1020,100,641,100,1522,3959,935,100,1152,100,934,852,916,0
1001,339,8573,3660,6200,1082,329,1506,1339,684,1150,835,2044,474,1747,909,1702,1737,1404,1275,1231,1790,720,1652,4185,10449,1042,1475,972,1990,6502,1672,1702,615,0,3250,584,890,592,2065,1075,950,1036,1191,276,1497,1667,648,2254,1121,59,1965,480,727,1390,596,2172,863,64,4090,1856,3056,1479,523,963,1017,1152,3975,1614,1020,560,1550,691,1327,1421,739,703,587,2095,912,2362,2305,1308,594,435,221,1226,706,930,513,302,1775,100,401,345,830,509,1405,1740,465,294,196,1320,1221,994,1064,611,735,553,1210,829,1290,150,1328,578,180,2120,2158,4760,189,562,1092,2072,130,1544,2399,2154,860,1280,1421,1148,1420,840,828,2458,2105,1517,1649,336,1297,626,2360,955,2186,873,386,1228,404,253,0,824,393,1412,177,1853,2868,287,370,100,444,650,1598,5905,5522,3669,466,4547,4434,200,5599,3313,200,2897,1500,4190,200,1492,1475,2475,2052,3472,1572,2275,469,1679,714,1092,1169,565,2158,402,713,241,467,802,100,175,760,2250,202,905,1795,1795,850,1752,1715,2045,200,188,454,2102,881,660,263,603,1246,903,540,239,610,100,461,2373,489,105,310,189,533,880,483,562,145,231,726,1368,834,1322,1669,1793,2897,1271,703,2555,540,1925,460,2233,769,807,1014,2064,1269,893,2527,595,2707,1918,1932,1855,898,894,1486,1249,720,276,119,408,2561,2696,1596,138,1452,1861,596,1541,1414,1050,1200,1441,1608,837,1302,1377,100,1188,1520,150,1304,1352,4115,461,2801,1643,1807,5699,2742,149,1399,97,1775,323,3910,2341,5276,1948,1249,344,425,100,1607,345,665,200,6583,6159,4378,8653,1746,2214,724,2793,6180,11878,1436,2301,1246,2325,3056,3230,4161,6165,12059,252,4551,1769,3924,2339,4324,5698,8530,2309,842,1804,2127,778,5902,2087,7825,884,6697,3013,2845,3870,3187,626,1542,3921,1724,792,2669,4740,1186,3980,106,1284,1434,1664,309,426,5521,3046,100,1558,1111,1348,424,455,1293,992,1827,1585,1901,1404,863,995,103,1520,1464,3218,1458,2428,3237,421,227,437,496,3749,4837,2522,6415,3812,5580,3507,1881,8766,1634,1890,3274,2383,0,266,100,638,707,2402,1005,924,355,1020,100,620,100,1533,3610,943,100,1147,100,941,850,892,0
914,354,8585,3711,6174,1117,335,1400,1253,672,1148,832,2090,472,1796,919,1697,1665,1412,1245,1389,1790,705,1715,4176,10441,1059,1450,992,1990,6570,1625,1652,602,0,3250,590,890,602,2052,1095,950,1055,1199,271,1490,1655,554,2235,1257,2,2088,492,752,1397,594,2234,872,116,4085,1862,3059,1475,528,936,1085,1098,4028,1620,1010,519,1530,732,1284,1429,767,758,593,2124,908,2367,2329,1351,633,461,226,1249,752,907,500,307,1763,100,410,359,986,561,1395,1720,510,294,190,1388,1249,1009,1073,634,741,523,1201,855,1277,147,1310,570,151,2174,2250,4739,186,572,1067,2061,143,1572,2393,2154,869,1345,1421,1139,1473,857,795,2494,2100,1542,1644,442,1291,637,2455,947,2168,818,397,1233,443,243,0,895,393,1410,188,1809,2836,269,370,100,438,617,1575,5951,5498,3601,447,4610,4457,200,5633,3302,200,2890,74,4274,200,1502,1502,2502,2052,3452,1560,2265,479,1670,714,1099,1173,571,2160,401,723,230,553,880,100,175,666,2195,202,920,1792,1750,790,1751,1740,2015,200,383,461,2104,886,675,263,659,1238,923,541,233,622,100,507,2377,411,118,316,168,539,864,500,562,144,184,759,1384,813,1296,1703,1628,2698,1240,755,2510,592,1962,452,2230,775,820,1012,2052,1251,892,2443,595,2701,1877,1936,1853,926,886,1476,1221,740,266,115,407,2561,2686,1589,155,1455,1855,616,1543,1418,1082,1216,1432,1605,857,1289,1373,100,1156,1531,150,1290,1355,4095,461,2800,1651,1787,5676,2740,169,1378,97,1843,323,3865,2317,5276,1945,1230,321,450,100,1689,340,643,200,6744,6175,4296,8596,1749,2231,713,2821,6183,11872,1468,2338,1240,2294,3063,3218,4165,6167,12069,306,4390,1727,3948,2414,4324,5711,8559,2308,804,1815,2146,742,5703,2120,7891,890,6663,2968,2836,3843,3181,671,1546,3973,1764,816,2679,4752,1183,3990,100,1288,1412,1644,313,383,5489,3126,191,1525,1105,1341,404,444,1299,994,1835,1693,1895,1395,881,984,87,1506,1437,3206,1443,2400,3140,390,323,431,485,3765,4820,2417,6331,3770,5419,3508,1854,8849,1558,2043,3234,2414,0,248,100,635,684,2253,990,889,304,1020,100,601,100,1517,3340,903,100,1090,100,940,837,861,0
900,321,8542,3720,6188,1184,384,1368,1501,669,1158,824,2110,468,1789,929,1700,1702,1436,1252,1369,1752,672,1650,4157,10460,1053,1425,995,1990,6570,1540,1572,620,0,3290,595,805,570,2052,1075,950,1062,1199,261,1507,1607,554,2235,1257,0,2125,479,717,1357,577,2234,871,106,4013,1780,3126,1479,523,950,1052,1110,4035,1601,1002,527,1530,741,1277,1433,763,756,610,2142,910,2345,2326,1358,672,491,227,1242,755,915,496,311,1800,100,409,342,986,561,1395,1720,510,294,185,1388,1246,996,1040,641,722,501,1182,855,1277,147,1310,668,136,2143,2324,4739,186,582,1042,2050,143,1572,2393,2154,869,1321,1421,1147,1513,832,826,2486,2139,1538,1644,517,1296,632,2530,991,2126,815,341,1275,416,243,162,977,390,1403,174,1744,2791,264,315,100,442,566,1586,5987,5546,3699,662,4837,4614,200,5635,3309,200,3077,100,4318,200,1472,1492,2502,2015,3405,1540,2250,479,1670,714,1094,1168,571,2160,401,710,205,532,810,100,175,803,2190,202,925,1750,1779,725,1702,1725,1965,200,201,461,2054,863,667,263,717,1238,909,539,236,621,100,507,2405,498,146,340,154,545,885,487,592,147,244,759,1431,816,1304,1761,1806,2824,1230,730,2529,572,1970,490,2201,772,806,992,2101,1270,905,2384,595,2761,1919,1998,1881,932,926,1506,1268,739,272,118,408,2576,2704,1616,167,1489,1877,633,1538,1432,1104,1276,1453,1637,857,1299,1383,100,1191,1501,150,1361,1402,4190,461,2889,1672,1802,5701,2756,166,1373,97,1833,323,3961,2318,5234,1955,1258,325,425,100,1696,342,661,200,6742,5997,4482,8648,1761,2229,730,2819,6240,11872,1510,2342,1251,2298,3106,3217,4178,6438,12051,409,4254,1646,3950,2381,4350,5711,8573,2308,860,1820,2129,726,6011,2143,7904,893,6671,2977,2839,3827,3174,729,1545,3994,1744,816,2828,4718,1187,3964,100,1327,1447,1663,309,402,5462,3086,158,1568,1144,1348,434,442,1332,992,1866,1626,1871,1331,915,980,108,1560,1484,3213,1425,2463,3179,422,322,434,503,3767,4795,2277,6414,4157,5551,3514,1856,8921,1492,2100,3271,2513,0,282,100,650,690,2286,999,904,304,1020,100,660,100,1553,3384,965,100,1162,100,969,877,923,0
897,318,8553,3710,6177,1116,347,1445,1353,670,1161,796,2088,459,1761,1012,1702,1779,1428,1255,1392,1750,702,1740,4188,10494,1034,1460,1052,2052,6502,1502,1652,614,0,3370,595,892,605,2095,1125,1025,1010,1199,281,1438,1668,554,2232,1304,0,2124,474,712,1370,567,2234,866,92,3952,1803,3115,1490,521,965,1053,1121,4086,1624,1021,598,1538,740,1279,1401,729,723,601,2188,907,2382,2267,1329,632,459,223,1243,720,914,495,295,1799,100,378,338,1000,598,1405,1762,505,294,180,1387,1215,987,1042,636,717,512,1246,860,1275,150,1298,704,142,2169,2268,4794,208,602,1037,2078,135,1577,2401,2154,883,1294,1421,1164,1487,874,824,2484,2134,1542,1634,534,1291,634,2528,1018,2135,828,345,1237,394,263,162,971,390,1397,173,1826,2788,264,315,100,440,556,1574,5960,5572,3648,657,4792,4614,200,5623,3299,200,3071,0,4436,200,1520,1452,2540,2045,3472,1602,2275,502,1702,714,1152,1175,571,2150,403,703,202,550,840,100,292,730,2265,202,952,1820,1790,790,1792,1705,2015,200,461,461,2075,850,660,263,725,1265,952,540,275,650,100,520,2378,439,134,350,221,553,905,502,568,146,213,752,1426,817,1295,1846,1790,2854,1247,755,2623,605,2015,470,2216,797,1015,1033,2112,1251,898,2338,498,2803,1940,2011,1873,952,880,1520,1330,776,273,118,411,2675,2714,1616,168,1498,1879,644,1533,1437,1108,1311,1445,1641,850,1286,1378,100,1198,1502,150,1333,1400,4179,467,2929,1671,1828,5746,2763,194,1363,97,1830,323,3992,2313,5139,1941,1272,318,405,100,1684,342,666,200,6757,5871,4546,8664,1750,2230,718,2828,6285,11886,1522,2349,1269,2301,3080,3203,4168,6328,12043,443,4124,1612,3946,2454,4309,5697,8547,2299,807,1809,2127,703,5925,2151,7897,904,6670,2982,2828,4173,3144,877,1538,3982,1683,589,2805,4709,1174,3965,0,1302,1436,1674,313,403,5430,3119,184,1631,1120,1364,437,434,1339,1008,1851,1591,1863,1455,905,1013,133,1554,1536,3277,1457,2442,3310,421,296,437,530,3762,4667,2149,6401,4245,5513,3513,1850,8977,1439,1982,3252,2472,0,275,100,642,693,2462,1015,904,348,1018,100,653,100,1480,3190,936,100,1199,100,1000,890,882,0
875,313,8479,3261,6168,1220,321,1420,1272,651,1172,782,2115,431,1830,936,1699,1780,1451,1239,1372,1705,670,1705,4177,10485,1023,1490,1020,2015,6642,1502,1602,602,200,3352,562,902,605,2050,1095,975,1180,1243,302,1513,1647,660,2163,1315,0,2132,475,718,1371,579,2234,862,116,3965,1786,3131,1488,520,989,1058,1118,4084,1658,1028,588,1536,755,1278,1423,730,715,606,2275,900,2389,2263,1302,604,439,227,1228,723,918,519,286,1798,100,346,339,983,1202,1450,1740,531,294,180,1399,1206,990,1053,640,739,507,1243,856,1239,150,1303,697,149,2189,2192,4875,275,581,1109,2071,109,1532,2309,2154,867,1429,1398,1165,1490,863,785,2456,2165,1536,1631,524,1280,621,2480,1018,2131,891,351,1266,408,234,162,966,390,1387,175,1823,2810,268,315,100,451,558,1574,5963,5483,3383,635,4815,4633,200,5628,3281,200,3044,625,4341,200,1502,1450,2502,2045,3490,1572,2275,491,1687,672,1152,1178,569,2163,397,696,200,489,839,100,292,774,2275,202,950,1820,1752,790,1750,1625,2015,200,486,461,2066,858,708,342,709,1250,946,534,268,638,100,505,2347,452,114,346,256,545,884,498,575,151,226,748,1423,838,1454,1806,1791,2760,1241,739,2547,602,1970,450,2213,818,1136,1054,2116,1280,940,2335,484,2872,1970,2020,1885,964,877,1541,1285,779,274,125,412,2580,2718,1638,166,1505,1906,659,1515,1401,1107,1272,1456,1643,857,1268,1377,100,1106,1553,118,1311,1414,4210,497,2882,1696,1836,5736,2778,157,1380,97,1827,290,4079,2318,5139,1931,1298,297,402,100,1681,338,669,200,6827,6039,4438,8611,1822,2229,702,2839,6257,11858,1517,2350,1243,2305,3079,3179,4140,6369,12045,452,4487,1543,3948,2461,4303,5677,8535,2287,841,1785,2102,727,5863,2117,7918,885,6693,2935,2821,4246,3124,917,1541,3979,1663,727,2787,4691,1168,3936,0,1313,1423,1674,315,431,5436,3127,192,1610,1124,1346,444,455,1341,1004,1843,1551,1922,1390,926,1015,117,1548,1562,3275,1441,2438,3262,418,323,472,574,3415,4684,2382,5969,4173,5257,3515,1846,8968,1429,2115,3099,2472,0,262,100,643,689,2348,983,882,330,1019,100,653,100,1505,2822,954,100,1128,100,955,890,883,100
